,brand,model,year,price,color,condition,transmission,fuel_type,mileage
274,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
275,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
276,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
277,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
278,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
279,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
280,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
281,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
282,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
283,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
284,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
285,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
286,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
287,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
288,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
289,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
290,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
291,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
292,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
293,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
294,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
295,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
296,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
297,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
298,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
299,Toyota,RAV4,2017,"$19,900.00",Grey,Used,NaN,Gasoline,"66,128"
300,Mazda,Mazda3 Sport,2020,$230.00,NaN,Lease Takeover,Automatic,Gasoline,"10,600"
301,Hyundai,Genesis Coupe,2010,"$5,995.00",Grey,Used,Automatic,Gasoline,"245,800"
302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
311,Ford,Escape,2013,"$8,495.00",Silver,Used,Automatic,Gasoline,"177,139"
312,Mercedes-Benz,GLC,2018,"$37,998.00",Silver,Used,Automatic,Gasoline,"63,102"
313,Kia,Optima,2014,"$10,688.00",White,Used,Automatic,Gasoline,"81,855"
314,Subaru,Forester,2010,"$3,500.00",Green,Used,Automatic,Gasoline,"199,500"
315,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
316,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
317,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
318,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
319,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
320,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
321,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
322,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
323,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
324,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
325,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
326,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
327,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
328,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
329,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
330,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
331,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
332,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
333,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
334,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
335,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
336,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
337,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
338,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
339,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
340,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
341,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
342,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
343,Toyota,RAV4,2017,"$19,900.00",Grey,Used,NaN,Gasoline,"66,128"
344,Mazda,Mazda3 Sport,2020,$230.00,NaN,Lease Takeover,Automatic,Gasoline,"10,600"
345,Hyundai,Genesis Coupe,2010,"$5,995.00",Grey,Used,Automatic,Gasoline,"245,800"
346,Hyundai,Santa Fe,2014,"$11,595.00",Silver,Used,Automatic,Other,"111,135"
347,Toyota,Corolla,2017,"$14,800.00",Silver,Used,NaN,Gasoline,"61,691"
348,Ram,1500,2013,"$14,995.00",Red,Used,Automatic,Gasoline,"250,900"
349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
355,Pontiac,Vibe,2009,"$5,999.00",Red,Used,Automatic,Gasoline,"191,101"
356,Nissan,Versa,2017,"$10,294.00",Orange,Used,Automatic,Gasoline,"125,873"
357,Lincoln,MKZ,2012,"$9,492.00",White,Used,Automatic,Other,"166,446"
358,Toyota,Tacoma,2019,"$41,998.00",Other,Used,Automatic,Other,"80,244"
359,GMC,Sierra 1500,2018,"$38,999.00",White,Used,Automatic,Gasoline,"161,260"
360,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
361,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
362,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
363,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
364,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
365,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
366,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
367,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
368,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
369,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
370,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
371,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
372,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
373,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
374,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
375,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
376,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
377,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
378,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
379,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
380,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
381,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
382,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
383,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
384,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
385,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
386,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
387,Toyota,RAV4,2017,"$19,900.00",Grey,Used,NaN,Gasoline,"66,128"
388,Mazda,Mazda3 Sport,2020,$230.00,NaN,Lease Takeover,Automatic,Gasoline,"10,600"
389,Hyundai,Genesis Coupe,2010,"$5,995.00",Grey,Used,Automatic,Gasoline,"245,800"
390,Hyundai,Santa Fe,2014,"$11,595.00",Silver,Used,Automatic,Other,"111,135"
391,Toyota,Corolla,2017,"$14,800.00",Silver,Used,NaN,Gasoline,"61,691"
392,Ram,1500,2013,"$14,995.00",Red,Used,Automatic,Gasoline,"250,900"
393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
399,Honda,Other,2010,"$5,000.00",Red,Used,Manual,Gasoline,"207,000"
400,Ram,1500,2021,"$48,078.00",Black,New,Automatic,Other,NaN
401,Cadillac,SRX,2010,"$12,992.00",Grey,Used,Automatic,Other,"128,904"
402,Volkswagen,Tiguan,2018,"$26,997.00",White,Used,Automatic,Gasoline,"28,012"
403,Hyundai,Genesis Coupe,2010,"$6,495.00",Silver,Used,Manual,Gasoline,"208,650"
404,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
405,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
406,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
407,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
408,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
409,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
410,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
411,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
412,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
413,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
414,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
415,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
416,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
417,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
418,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
419,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
420,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
421,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
422,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
423,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
424,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
425,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
426,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
427,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
428,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
429,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
430,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
431,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
432,Toyota,RAV4,2017,"$19,900.00",Grey,Used,NaN,Gasoline,"66,128"
433,Mazda,Mazda3 Sport,2020,$230.00,NaN,Lease Takeover,Automatic,Gasoline,"10,600"
434,Hyundai,Genesis Coupe,2010,"$5,995.00",Grey,Used,Automatic,Gasoline,"245,800"
435,Hyundai,Santa Fe,2014,"$11,595.00",Silver,Used,Automatic,Other,"111,135"
436,Toyota,Corolla,2017,"$14,800.00",Silver,Used,NaN,Gasoline,"61,691"
437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
444,Ford,Escape,2013,"$8,495.00",Silver,Used,Automatic,Gasoline,"177,139"
445,Nissan,Rogue,2017,"$19,492.00",Red,Used,Automatic,Gasoline,"71,111"
446,Hyundai,Elantra,2016,"$10,492.00",Silver,Used,Automatic,Other,"77,548"
447,Toyota,Corolla,2016,"$15,998.00",Blue,Used,Automatic,Other,"85,567"
448,Dodge,Grand Caravan,2019,"$25,992.00",Grey,Used,Automatic,Other,"42,441"
449,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
450,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
451,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
452,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
453,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
454,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
455,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
456,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
457,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
458,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
459,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
460,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
461,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
462,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
463,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
464,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
465,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
466,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
467,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
468,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
469,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
470,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
471,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
472,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
473,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
474,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
475,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
476,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
477,Toyota,RAV4,2017,"$19,900.00",Grey,Used,NaN,Gasoline,"66,128"
478,Mazda,Mazda3 Sport,2020,$230.00,NaN,Lease Takeover,Automatic,Gasoline,"10,600"
479,Hyundai,Genesis Coupe,2010,"$5,995.00",Grey,Used,Automatic,Gasoline,"245,800"
480,Hyundai,Santa Fe,2014,"$11,595.00",Silver,Used,Automatic,Other,"111,135"
481,Toyota,Corolla,2017,"$14,800.00",Silver,Used,NaN,Gasoline,"61,691"
482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
488,Ford,F-250,2006,"$10,000.00",Grey,Used,Automatic,NaN,"72,000"
489,GMC,Sierra,2017,"$32,995.00",Black,Used,Automatic,Gasoline,"119,200"
490,Honda,CR-V,2017,"$20,988.00",Grey,Used,Automatic,Gasoline,"51,579"
491,Hyundai,Sonata,2017,"$13,492.00",Silver,Used,Automatic,Other,"82,588"
492,Honda,CR-V,2018,"$25,388.00",Silver,Used,Automatic,Gasoline,"59,840"
493,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
494,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
495,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
496,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
497,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
498,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
499,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
500,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
501,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
502,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
503,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
504,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
505,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
506,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
507,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
508,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
509,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
510,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
511,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
512,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
513,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
514,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
515,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
516,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
517,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
518,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
519,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
520,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
521,Toyota,RAV4,2017,"$19,900.00",Grey,Used,NaN,Gasoline,"66,128"
522,Mazda,Mazda3 Sport,2020,$230.00,NaN,Lease Takeover,Automatic,Gasoline,"10,600"
523,Hyundai,Genesis Coupe,2010,"$5,995.00",Grey,Used,Automatic,Gasoline,"245,800"
524,Hyundai,Santa Fe,2014,"$11,595.00",Silver,Used,Automatic,Other,"111,135"
525,Toyota,Corolla,2017,"$14,800.00",Silver,Used,NaN,Gasoline,"61,691"
526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
527,Ford,F-250,1988,NaN,Red,Used,Manual,Gasoline,"109,000"
528,Ford,Escape,2014,"$9,995.00",White,Used,Automatic,Gasoline,"135,400"
529,GMC,Acadia,2017,"$29,000.00",Black,Used,Automatic,Gasoline,"95,000"
530,Pontiac,Montana,2005,"$2,000.00",NaN,Used,Automatic,NaN,"166,120"
531,Toyota,RAV4,2017,"$27,800.00",Blue,Used,NaN,Gasoline,"65,560"
532,Kia,Sorento,2011,"$8,495.00",Red,Used,Automatic,Gasoline,"124,473"
533,Nissan,Pathfinder,2020,NaN,White,Used,Automatic,Gasoline,"18,886"
534,Honda,Other,2010,"$5,000.00",Red,Used,Manual,Gasoline,"207,000"
535,Ford,Edge,2012,"$11,900.00",White,Used,Automatic,Gasoline,"55,000"
536,Hyundai,Elantra,2011,"$5,000.00",White,Used,Automatic,Gasoline,"240,000"
537,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
538,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
539,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
540,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
541,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
542,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
543,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
544,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
545,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
546,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
